"Name","Price","ProducerName","MPN","Socket","ChipSet","Unlocked","FormFactor","MemoryType","MemoryCapacity","RAMSlots","SATA","VGA","DVI","Display Port","HDMI","Wifi","Integrated Graphics","ProductPage"
"ASUS Z170-Deluxe",0,"ASUS","90MB0LR0-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,8,0,0,0,0,"FALSE","FALSE",""
"Asus Z170-E",0,"Asus","Z170-E","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,6,"",1,"",1,"FALSE","FALSE",""
"ASUS Z170-E USB3.1/M.2/SATAe/SATA600/DVI/HDMI Z170",0,"Asus","90MB0P60-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","GB",4,"","","","","","FALSE","FALSE",""
"ASUS Z170-K",0,"ASUS","90MB0NB0-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Asus Z170-K",128.42,"Asus","Z170-K","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,4,1,1,"",1,"FALSE","FALSE","https://www.amazon.ca/ASUS-Z170-A-ATX-DDR4%C3%82-Placas-Base/dp/B012NH08B8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012NH08B8"
"ASUS Z170-PRO",0,"ASUS","90MB0M10-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,6,0,1,1,1,"FALSE","FALSE",""
"Asus Z170-PRO",0,"Asus","Z170-PRO","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,6,"",1,1,1,"FALSE","FALSE",""
"ASUS Z170-WS",0,"ASUS","90SB05K0-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"ASUS Z170-WS 2x GLAN/USB3.1/SATA600/M.2/DP/HDMI",0,"Asus","90SB05K0-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","GB",4,"","","","","","FALSE","FALSE",""
"Asus Z170I PRO GAMING",0,"Asus","Z170I PRO GAMING","LGA 1151","Z170","TRUE","Mini-ITX","DDR4","32 GB",2,2,"","",1,1,"FALSE","FALSE",""
"ASUS Z170I Pro Gaming",0,"ASUS","90MB0MQ0-M0EAY0","LGA 1151","Z170","TRUE","Mini-ITX","DDR4","32 GB",2,4,0,0,0,0,"TRUE","FALSE",""
"ASUS Z170M-Plus",0,"ASUS","90MB0M60-M0EAY0","LGA 1151","Z170","TRUE","Micro-ATX","DDR4","64 GB",4,6,1,1,0,1,"FALSE","FALSE",""
"ASUS Z97-A",0,"ASUS","90MB0ID0-M0EAY0","LGA 1150","Z97","TRUE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS Z97-C",0,"ASUS","90MB0II0-M0EAY5","LGA 1150","Z97","TRUE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS Z97-K USB 3.1",0,"ASUS","90MB0M00-M0EAY1","LGA 1150","Z97","TRUE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"Biostar A320MD Pro",0,"Biostar","A320MD PRO","AM4","A320","FALSE","Micro-ATX","DDR4","32 GB",2,4,1,1,0,0,"FALSE","FALSE",""
"Biostar B350ET2",0,"Biostar","B350ET2","AM4","B350","TRUE","Micro-ATX","DDR4","32 GB",2,4,0,1,0,0,"FALSE","FALSE",""
"Biostar B350GT3",0,"Biostar","B350GT3","AM4","B350","TRUE","Micro-ATX","DDR4","64 GB",4,4,0,1,0,1,"FALSE","FALSE",""
"Biostar B350GT5",0,"Biostar","B350GT5","AM4","B350","TRUE","ATX","DDR4","64 GB",4,4,0,1,0,1,"FALSE","FALSE",""
"Biostar B350GTN",0,"Biostar","B350GTN","AM4","B350","TRUE","Mini-ITX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"Biostar TA970 Plus",0,"Biostar","TA970 Plus","AM3+","A970","FALSE","ATX","DDR3","64 GB",4,5,0,0,0,0,"FALSE","FALSE",""
"Biostar X370GT3",0,"Biostar","X370GT3","AM4","X370","TRUE","Micro-ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Biostar X370GT5",0,"Biostar","X370GT5","AM4","X370","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Biostar X370GT7",0,"Biostar","X370GT7","AM4","X370","TRUE","ATX","DDR4","64 GB",4,6,0,1,1,1,"FALSE","FALSE",""
"Biostar X370GTN",0,"Biostar","X370GTN","AM4","X370","TRUE","Mini-ITX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"Biostar Z370GT6",0,"Biostar","Z370GT6","LGA 1151","Z370","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"EVGA X299 Dark",456.98,"EVGA","151-SX-E299-KR","LGA 2066","X299","TRUE","ATX","DDR4","64 GB",4,8,"MPN",0,0,0,"FALSE","FALSE","https://www.amazon.ca/EVGA-X299-Intel-Motherboard-151-SX-E299-KR/dp/B079WCBP18?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079WCBP18"
"EVGA X299 FTW-K",171.51,"EVGA","142-SX-E297-KR","LGA 2066","X299","TRUE","E-ATX","DDR4","128 GB",8,8,"MPN",0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B078TR5CMG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"EVGA X299 Micro",269.26,"EVGA","131-SX-E295-KR","LGA 2066","X299","TRUE","Micro-ATX","DDR4","64 GB",4,6,"MPN",0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B075Y2W2KN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"EVGA X99 FTW",0,"EVGA","150-HE-E997-KR","LGA 2011-v3","X99","FALSE","E-ATX","DDR4","128 GB",8,10,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA X99 FTW K",0,"EVGA","151-BE-E097-KR","LGA 2011-v3","X99","FALSE","E-ATX","DDR4","128 GB",8,10,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA X99 Micro2",0,"EVGA","131-HE-E095-KR","LGA 2011-v3","X99","FALSE","Micro-ATX","DDR4","64 GB",4,10,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z170 Classified 4-Way",0,"EVGA","151-SS-E179-KR","LGA 1151","Z170","TRUE","E-ATX","DDR4","64 GB",4,8,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z170 Classified K",0,"EVGA","142-SS-E178-KR","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,10,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z170 FTW",0,"EVGA","140-SS-E177-KR","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,6,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z170 Stinger",0,"EVGA","111-SS-E172-KR","LGA 1151","Z170","TRUE","Mini-ITX","DDR4","32 GB",2,4,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z270 Classified K",0,"EVGA","134-KS-E279-KR","LGA 1151","Z270","TRUE","E-ATX","DDR4","64 GB",4,8,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z270 FTW K",0,"EVGA","132-KS-E277-KR","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,6,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z270 Stinger",0,"EVGA","111-KS-E272-KR","LGA 1151","Z270","TRUE","Mini-ITX","DDR4","32 GB",2,6,"MPN",0,0,0,"FALSE","FALSE",""
"EVGA Z370 Classified K",222.86,"EVGA","134-KS-E379-KR","LGA 1151","Z370","TRUE","ATX","DDR4","64 GB",4,4,"MPN",0,0,0,"FALSE","FALSE","https://www.amazon.ca/EVGA-134-KS-E379-KR-Classified-Intel-Motherboard/dp/B07944JJKH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07944JJKH"
"EVGA Z370 FTW",189.83,"EVGA","134-KS-E377-KR","LGA 1151","Z370","TRUE","ATX","DDR4","64 GB",4,6,"MPN",0,0,0,"FALSE","FALSE","https://www.amazon.ca/EVGA-Z370-Intel-Motherboard-134-KS-E377-KR/dp/B076PJC11Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076PJC11Y"
"EVGA Z370 Micro ATX",139.58,"EVGA","121-KS-E375-KR","LGA 1151","Z370","TRUE","Micro-ATX","DDR4","32 GB",2,6,"MPN",0,0,0,"FALSE","FALSE","https://www.amazon.ca/EVGA-Micro-Intel-Motherboard-121-KS-E375-KR/dp/B077P42J3N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077P42J3N"
"Gigabyte 970-Gaming",0,"Gigabyte","GA-970-GAMING","AM3+","A970","FALSE","ATX","DDR3","GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte 970A-DS3P",74.63,"Gigabyte","GA-970A-DS3P","AM3+","A970","FALSE","ATX","DDR3","32 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/Gigabyte-SATA-6Gbps-Motherboards-GA-970A-DS3P/dp/B00CX4MUCC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CX4MUCC"
"Gigabyte 970A-DS3P FX",74.63,"Gigabyte","GA-970A-DS3P FX","AM3+","990FX","FALSE","ATX","DDR3","32 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/Gigabyte-SATA-6Gbps-Motherboards-GA-970A-DS3P/dp/B00CX4MUCC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CX4MUCC"
"Gigabyte 990FX-Gaming",0,"Gigabyte","GA-990FX-GAMING","AM3, AM3+","990FX","FALSE","ATX","DDR3","32 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte 990X-Gaming SLI",0,"Gigabyte","GA-990X-Gaming SLI","AM3+","990X","FALSE","ATX","DDR3","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte A320M-DS2, AMD A320-",0,"Gigabyte","GA-A320M-DS2","AM4","A320","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"Gigabyte A320M-S2H",65.28,"Gigabyte","GA-A320M-S2H","AM4","A320","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B079NYQQJJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte A520 Aorus Elite",0,"Gigabyte","A520 AORUS ELITE","AM4","A520","FALSE","ATX","DDR4","128 GB",4,4,0,1,0,1,"FALSE","FALSE",""
"Gigabyte A520I AC",71.72,"Gigabyte","A520I AC","AM4","A520","FALSE","Mini-ITX","DDR4","64 GB",2,4,0,0,1,2,"TRUE","FALSE","https://www.amazon.ca/dp/B08F7BHDLY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte A520M DS3H",0,"Gigabyte","A520M DS3H","AM4","A520","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,1,1,1,"FALSE","FALSE",""
"Gigabyte A520M H",0,"Gigabyte","A520M H","AM4","A520","FALSE","Micro-ATX","DDR4","64 GB",2,4,0,1,0,1,"FALSE","FALSE",""
"Gigabyte A520M S2H",0,"Gigabyte","A520M S2H","AM4","A520","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,1,0,1,"FALSE","FALSE",""
"Gigabyte AB350-Gaming 3, AMD B350",154.58,"Gigabyte","GA-AB350-Gaming 3","AM4","B350","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B06VWHXK94?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte AB350-Gaming, AMD B350",115.65,"Gigabyte","GA-AB350-Gaming","AM4","B350","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-GA-AB350-Gaming-RYZEN-SMART-Motherboard/dp/B06XDNB3G4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XDNB3G4"
"Gigabyte AB350M Gaming 3, AMD B350-",97.98,"Gigabyte","GA-AB350M-Gaming 3","AM4","B350","TRUE","Micro-ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-GA-AB350M-Gaming-Ryzen-SMART-Motherboard/dp/B06XF49QNM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XF49QNM"
"Gigabyte AB350M-HD3, AMD B350",0,"Gigabyte","GA-AB350M-HD3","AM4","B350","TRUE","Micro-ATX","DDR4","32 GB",2,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte AB350N Gaming WIFI",0,"Gigabyte","GA-AB350N-GAMINGWIFI","AM4","B350","TRUE","Mini-ITX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"Gigabyte Aorus X299 Ultra Gaming Pro",293.77,"Gigabyte","X299 AORUS ULTRA GAMING PRO","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/X299-AORUS-Ultra-Gaming-Pro/dp/B078JF6GJX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078JF6GJX"
"Gigabyte Aorus X299-Gaming 3",0,"Gigabyte","X299 AORUS Gaming 3","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"Gigabyte Aorus X299-Gaming 3 Pro",0,"Gigabyte","GA-X299 AORUS GAMING 3 PRO","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,4,0,0,0,0,"FALSE","FALSE",""
"Gigabyte Aorus X299-Gaming 7",413.46,"Gigabyte","X299 AORUS Gaming 7","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-X299-AORUS-Gaming-Motherboard/dp/B071S9M6KP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071S9M6KP"
"Gigabyte Aorus X299-Gaming 7 Pro",0,"Gigabyte","GA-X299 AORUS GAMING 7 PRO","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"Gigabyte Aorus X299-Gaming 9",413.46,"Gigabyte","X299 AORUS Gaming 9","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-X299-AORUS-Gaming-Motherboard/dp/B071S9M6KP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071S9M6KP"
"Gigabyte Aorus X299-Ultra Gaming",401.5,"Gigabyte","X299 AORUS Ultra Gaming","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-X299-AORUS-Ultra-Gaming/dp/B073FJM1HS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073FJM1HS"
"Gigabyte Aorus Z270X-Gaming 7",0,"Gigabyte","GA-Z270X-Gaming 7","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"Gigabyte Aorus Z270X-Gaming 8",0,"Gigabyte","GA-Z270X-Gaming 8","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,8,0,0,0,0,"FALSE","FALSE",""
"Gigabyte Aorus Z270X-Gaming K5",202.36,"Gigabyte","GA-Z270X-Gaming K5","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/Gigabyte-Motherboard-LGA1151-GA-Z270X-Gaming-K5/dp/B01N1PNCX3?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N1PNCX3"
"Gigabyte AX370-Gaming 3, AMD X370",107.19,"Gigabyte","AX370-GAMING 3","AM4","X370","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/Gigabyte-Ryzen-Fusion-Motherboards-GA-AX370-Gaming/dp/B079JYKLSJ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079JYKLSJ"
"Gigabyte AX370-Gaming 5, AMD X370",160.76,"Gigabyte","GA-AX370-Gaming 5","AM4","X370","TRUE","ATX","DDR4","64 GB",4,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-GA-AX370-Gaming-FUSION-Type-C-Motherboard/dp/B06WLMWYMF?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WLMWYMF"
"Gigabyte AX370-Gaming K3, AMD X370",111.08,"Gigabyte","GA-AX370-Gaming K3","AM4","X370","TRUE","ATX","DDR4","64 GB",4,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/Gigabyte-GA-AX370-Gaming-Ryzen-Smart-Motherboard/dp/B0722FDQDF?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0722FDQDF"
"Gigabyte AX370-Gaming K5, AMD X370-",142.6,"Gigabyte","GA-AX370-Gaming K5","AM4","X370","TRUE","ATX","DDR4","64 GB",4,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-GA-AX370-Gaming-K5-FUSION-Motherboard/dp/B06Y2G6NXV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y2G6NXV"
"Gigabyte AX370-Gaming K7, AMD X370",231.09,"Gigabyte","GA-AX370-Gaming K7","AM4","X370","TRUE","ATX","DDR4","64 GB",4,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-GA-AX370-Gaming-K7-FUSION-Motherboard/dp/B06XF3R469?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XF3R469"
"Gigabyte AX370M-Gaming 3, AMD X370-",0,"Gigabyte","GA-AX370M-GAMING 3","AM4","X370","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B150M-D3H",91.39,"Gigabyte","GA-B150M-D3H","LGA 1151","B150","FALSE","Micro-ATX","DDR4","64 GB",4,6,1,1,0,1,"FALSE","FALSE","https://www.amazon.ca/Gigabyte-GA-B150M-D3H-GSM-Micro-DDR4-Motherboard/dp/B014Z7IY92?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B014Z7IY92"
"Gigabyte B250-FinTech 11+1 BTC Edition",98.29,"Gigabyte","GA-B250-FINTECH","LGA 1151","B250","FALSE","ATX","DDR4","GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/Gigabyte-GA-B250-FinTech-LGA1151-Cryptocurrency-Motherboard/dp/B07988FLFW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07988FLFW"
"Gigabyte B250-HD3P",0,"Gigabyte","GA-B250-HD3P","LGA 1151","B250","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B250M-D2V",0,"Gigabyte","GA-B250M-D2V","LGA 1151","B250","FALSE","Micro-ATX","DDR4","32 GB",2,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B250M-D3H",90.1,"Gigabyte","GA-B250M-D3H","LGA 1151","B250","FALSE","Micro-ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/GIGABYTE-GA-B250M-D3H-LGA1151-Crossfire-Motherboard/dp/B01N22TQ3D?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N22TQ3D"
"Gigabyte B250N Phoenix WIFI",0,"Gigabyte","GA-B250N Phoenix WIFI","LGA 1151","Z270","TRUE","ITX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B360 Aorus Gaming 3 WIFI",120.72,"Gigabyte","B360 Aorus Gaming 3 WIFI","LGA 1151","B360","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07BQBWWY5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B360M D2V",0,"Gigabyte","B360M D2V","LGA 1151","B360","FALSE","Micro-ATX","DDR4","32 GB",2,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B360M H",0,"Gigabyte","B360M H","LGA 1151","B360","FALSE","Micro-ATX","DDR4","32 GB",2,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B360N WIFI",340.71,"Gigabyte","B360N WIFI","LGA 1151","B360","FALSE","Mini-ITX","DDR4","32 GB",2,4,0,0,0,2,"FALSE","FALSE","https://www.amazon.ca/dp/B08BSNDQ4Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B450 Aorus Elite, AMD B450",110.49,"Gigabyte","B450 Aorus Elite","AM4","B450","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07GRNSWNR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B450 Aorus Pro, AMD B450",0,"Gigabyte","B450 AORUS PRO","AM4","B450","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,1,"FALSE","FALSE",""
"Gigabyte B450 Gaming X, AMD B450",0,"Gigabyte","B450 GAMING X","AM4","B450","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B450 I Aorus Pro WiFi, AMD B450",108.8,"Gigabyte","B450 I Aorus Pro WiFi","AM4","B450","TRUE","Mini-ITX","DDR4","32 GB",2,4,0,0,0,2,"FALSE","FALSE","https://www.amazon.ca/dp/B07GPDJ9R6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B450M DS3H V2",127.22,"Gigabyte","B450M DS3H V2","AM4","B450","TRUE","Micro-ATX","DDR4","128 GB",4,4,0,1,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B08KWMXGQW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B450M DS3H, AMD B450",57.21,"Gigabyte","B450M DS3H","AM4","B450","TRUE","Micro-ATX","DDR4","64 GB",4,4,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07FWVJSHC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B450M Gaming, AMD B450",0,"Gigabyte","B450M Gaming","AM4","B450","TRUE","Micro-ATX","DDR4","32 GB",4,4,0,0,0,1,"FALSE","FALSE",""
"Gigabyte B450M H",0,"Gigabyte","B450M H","AM4","B450","TRUE","Micro-ATX","DDR4","32 GB",2,4,1,0,0,1,"FALSE","FALSE",""
"Gigabyte B450M S2H V2",0,"Gigabyte","B450M S2H V2","AM4","B450","TRUE","Micro-ATX","DDR4","64 GB",2,4,1,1,0,1,"FALSE","FALSE",""
"Gigabyte B450M S2H, AMD B450",0,"Gigabyte","B450M S2H","AM4","B450","TRUE","ATX","DDR4","64 GB",4,4,0,0,0,0,"FALSE","FALSE",""
"Gigabyte B460M Gaming HD",0,"Gigabyte","B460M GAMING HD","LGA 1200","B460","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,0,1,"FALSE","FALSE",""
"Gigabyte B550 Aorus Elite",0,"Gigabyte","B550 AORUS ELITE","AM4","B550","FALSE","ATX","DDR4","128 GB",4,4,0,0,1,1,"FALSE","FALSE",""
"Gigabyte B550 Aorus Elite AX V2",144.34,"Gigabyte","B550 AORUS ELITE AX V2","AM4","B550","FALSE","ATX","DDR4","128 GB",4,4,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08KGVH7YC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B550 Aorus Elite V2",0,"Gigabyte","B550 AORUS ELITE V2","AM4","B550","FALSE","ATX","DDR4","128 GB",4,4,0,0,1,1,"FALSE","FALSE",""
"Gigabyte B550 Aorus Master",0,"Gigabyte","B550 AORUS MASTER","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,0,1,"FALSE","FALSE",""
"Gigabyte B550 Aorus Pro",0,"Gigabyte","B550 AORUS PRO","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,0,1,"FALSE","FALSE",""
"Gigabyte B550 Aorus Pro AC",0,"Gigabyte","B550 AORUS PRO AC","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,0,1,"TRUE","FALSE",""
"Gigabyte B550 Gaming X",0,"Gigabyte","B550 GAMING X","AM4","B550","FALSE","ATX","DDR4","128 GB",4,4,0,1,0,1,"FALSE","FALSE",""
"Gigabyte B550 Gaming X V2 Rev 1.1",100.81,"Gigabyte","B550 GAMING X V2 1.1","AM4","B550","FALSE","ATX","DDR4","128 GB",4,4,0,1,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B08LGKGBKT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Gigabyte B550 Vision D",0,"Gigabyte","B550 VISION D","AM4","B550","FALSE","ATX","DDR4","128 GB",4,4,0,0,1,1,"TRUE","FALSE",""
"Gigabyte B550 Vision D-P",0,"Gigabyte","B550 VISION D-P","AM4","B550","FALSE","ATX","DDR4","128 GB",4,4,0,0,1,1,"TRUE","FALSE",""
"Gigabyte B550I Aorus Pro AX",0,"Gigabyte","B550I AORUS PRO AX","AM4","B550","FALSE","Mini-ITX","DDR4","64 GB",2,4,0,0,1,1,"TRUE","FALSE",""
"Gigabyte B550M Aorus Elite",0,"Gigabyte","B550M AORUS ELITE","AM4","B550","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,1,0,1,"FALSE","FALSE",""
"Gigabyte B550M Aorus Pro",0,"Gigabyte","B550M AORUS PRO","AM4","B550","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
